Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,label
8080,1.0109739303588867,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,963.4274146458343,9.891451895747785,9.891451895747785,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11233043670654297,0.3154568203471452,1.0045738220214844,1.7881393432617188e-05,1.0109739303588867,0.11233043670654297,0.3154568203471452,1.0045738220214844,1.7881393432617188e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0095419883728027,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.7939473720256,9.905482005872953,9.905482005872953,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11217133204142253,0.31543725375459614,1.0043599605560303,5.0067901611328125e-06,1.0095419883728027,0.11217133204142253,0.31543725375459614,1.0043599605560303,5.0067901611328125e-06,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0090620517730713,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,965.2528288904908,9.910193315097443,9.910193315097443,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11211800575256348,0.3153984800897937,1.0041978359222412,1.0967254638671875e-05,1.0090620517730713,0.11211800575256348,0.3153984800897937,1.0041978359222412,1.0967254638671875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.012706995010376,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,961.778683073104,9.874524466869651,9.874524466869651,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11252299944559734,0.3159999507675709,1.006300926208496,7.867813110351562e-06,1.012706995010376,0.11252299944559734,0.3159999507675709,1.006300926208496,7.867813110351562e-06,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0122780799865723,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,962.1862008638179,9.878708427759937,9.878708427759937,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11247534222073025,0.31555612403039945,1.004997968673706,1.5020370483398438e-05,1.0122780799865723,0.11247534222073025,0.31555612403039945,1.004997968673706,1.5020370483398438e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.007431983947754,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,966.8146490478232,9.92622842964911,9.92622842964911,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11193688710530598,0.314868099838917,1.0025160312652588,1.0013580322265625e-05,1.007431983947754,0.11193688710530598,0.314868099838917,1.0025160312652588,1.0013580322265625e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0102829933166504,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.0863069489695,9.898216703788188,9.898216703788188,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11225366592407227,0.3151930640452525,1.0037498474121094,1.0967254638671875e-05,1.0102829933166504,0.11225366592407227,0.3151930640452525,1.0037498474121094,1.0967254638671875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0093059539794922,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,965.0195722711355,9.907798483276546,9.907798483276546,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11214510599772136,0.3154217626906017,1.0042898654937744,1.0013580322265625e-05,1.0093059539794922,0.11214510599772136,0.3154217626906017,1.0042898654937744,1.0013580322265625e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0096549987792969,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.6859582506848,9.90437328799471,9.90437328799471,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.1121838887532552,0.3152420645990305,1.0038199424743652,1.2874603271484375e-05,1.0096549987792969,0.1121838887532552,0.3152420645990305,1.0038199424743652,1.2874603271484375e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0099470615386963,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.4069843780431,9.901509079856705,9.901509079856705,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11221634017096625,0.3154362556086853,1.0044009685516357,8.821487426757812e-06,1.0099470615386963,0.11221634017096625,0.3154362556086853,1.0044009685516357,8.821487426757812e-06,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.009037971496582,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,965.2758642525469,9.910429817787955,9.910429817787955,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11211533016628689,0.31493757411982015,1.0028901100158691,1.5020370483398438e-05,1.009037971496582,0.11211533016628689,0.31493757411982015,1.0028901100158691,1.5020370483398438e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0100700855255127,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.2895220416844,9.900303101043988,9.900303101043988,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11223000950283474,0.3156136418608164,1.004918098449707,1.3113021850585938e-05,1.0100700855255127,0.11223000950283474,0.3156136418608164,1.004918098449707,1.3113021850585938e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0103380680084229,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.0337534939642,9.897677140595116,9.897677140595116,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11225978533426921,0.3157488096471947,1.0053300857543945,1.0013580322265625e-05,1.0103380680084229,0.11225978533426921,0.3157488096471947,1.0053300857543945,1.0013580322265625e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0107250213623047,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,963.6646757663079,9.893887841543203,9.893887841543203,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11230278015136719,0.31517178268858054,1.0037360191345215,1.0967254638671875e-05,1.0107250213623047,0.11230278015136719,0.31517178268858054,1.0037360191345215,1.0967254638671875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.009829044342041,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.5196931670889,9.902666254282227,9.902666254282227,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11220322714911567,0.31560927614594153,1.004878044128418,1.0013580322265625e-05,1.009829044342041,0.11220322714911567,0.31560927614594153,1.004878044128418,1.0013580322265625e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0086019039154053,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,965.6931998828475,9.914714577852644,9.914714577852644,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11206687821282281,0.3151943979595761,1.0035691261291504,1.3113021850585938e-05,1.0086019039154053,0.11206687821282281,0.3151943979595761,1.0035691261291504,1.3113021850585938e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0110559463500977,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,963.3492622402655,9.890649509653649,9.890649509653649,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.1123395495944553,0.31614366477504074,1.0065269470214844,1.2874603271484375e-05,1.0110559463500977,0.1123395495944553,0.31614366477504074,1.0065269470214844,1.2874603271484375e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0102949142456055,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.0749312563776,9.89809991022975,9.89809991022975,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11225499047173394,0.31523740805433587,1.003877878189087,1.1920928955078125e-05,1.0102949142456055,0.11225499047173394,0.31523740805433587,1.003877878189087,1.1920928955078125e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0098650455474854,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.4853085017497,9.902313228970737,9.902313228970737,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11220722728305393,0.31529719080019536,1.0039989948272705,1.2874603271484375e-05,1.0098650455474854,0.11220722728305393,0.31529719080019536,1.0039989948272705,1.2874603271484375e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0099060535430908,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.4461448496914,9.901911138087181,9.901911138087181,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11221178372701009,0.3157542806011485,1.0052978992462158,1.3828277587890625e-05,1.0099060535430908,0.11221178372701009,0.3157542806011485,1.0052978992462158,1.3828277587890625e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0090181827545166,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,965.294795125574,9.910624179934024,9.910624179934024,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11211313141716851,0.3153504449491291,1.0040562152862549,1.0967254638671875e-05,1.0090181827545166,0.11211313141716851,0.3153504449491291,1.0040562152862549,1.0967254638671875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0106101036071777,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,963.7742552973644,9.89501288806329,9.89501288806329,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11229001151190864,0.316031427412993,1.006160020828247,8.106231689453125e-06,1.0106101036071777,0.11229001151190864,0.316031427412993,1.006160020828247,8.106231689453125e-06,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0098230838775635,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.5253862290328,9.902724704610193,9.902724704610193,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11220256487528484,0.31567963393528004,1.0050771236419678,1.0967254638671875e-05,1.0098230838775635,0.11220256487528484,0.31567963393528004,1.0050771236419678,1.0967254638671875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.009916067123413,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.4365821154679,9.901812958064353,9.901812958064353,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.1122128963470459,0.3150515162219993,1.0033080577850342,1.4066696166992188e-05,1.009916067123413,0.1122128963470459,0.3150515162219993,1.0033080577850342,1.4066696166992188e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0098669528961182,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,964.4834868660092,9.902294526345065,9.902294526345065,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.1122074392106798,0.31566995371362894,1.0050549507141113,1.1205673217773438e-05,1.0098669528961182,0.1122074392106798,0.31566995371362894,1.0050549507141113,1.1205673217773438e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0101890563964844,12,0,1164.0,0,215.0,66.0,97.0,53.75872022286245,0,0,0,0,1152.2595623359705,11.878964560164643,11.878964560164643,0.0,66.0,215.0,97.0,53.75872022286245,2890.0,0.09183536876331676,0.2064399549938153,0.6718571186065674,1.0967254638671875e-05,1.0101890563964844,0.09183536876331676,0.2064399549938153,0.6718571186065674,1.0967254638671875e-05,0,0,0,0,0,2,2,0,4,10,4,0,0,0,BENIGNO
8080,1.0115330219268799,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,962.8949118681436,9.885984721438847,9.885984721438847,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11239255799187554,0.3156680849410908,1.0052330493927002,1.4781951904296875e-05,1.0115330219268799,0.11239255799187554,0.3156680849410908,1.0052330493927002,1.4781951904296875e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
8080,1.0143802165985107,10,0,974.0,0,215.0,66.0,97.4,58.88157606586291,0,0,0,0,960.1922277881991,9.858236424930176,9.858236424930176,0.0,66.0,215.0,97.4,58.88157606586291,3467.0399999999995,0.11270891295539008,0.31622052762710323,1.0071110725402832,1.5020370483398438e-05,1.0143802165985107,0.11270891295539008,0.31622052762710323,1.0071110725402832,1.5020370483398438e-05,0,0,0,0,0,2,2,0,2,8,2,0,0,0,BENIGNO
