IP,Latency_s,TxID
192.168.1.100,2.118135600001551,0x2b24630ef2ade001d64fde9b9846c4dd09cd87cca5741af226db07e5b18576af
192.168.1.101,1.5540881999913836,0xad123967d3e3c966d5ac72c53b663ab1933c70d6fab849a25898c6f4b2cd7b37
192.168.1.102,1.5538598999992246,0x96c0f5879aa4168539a2b44b74e3974cbb587245a734bed0bb87d7f1d6eda6b3
192.168.1.103,1.546370099997148,0xa50bafe98e1a087a91c7c386a790e239dd2f420e04a6494f452f24880d485ebb
192.168.1.104,1.5590192999952706,0xa6699f568e92295c8796a05e945ec9ac4315cc99be6924b54e53ac1f4f4759d9
